catalog_id,main_id,ra,dec,pmra,pmdec,plx_value,plx_err,otype,sp_type,rvz_radvel,rvz_err,v_mag,common_name
HIP 43392,HD  75759,132.58756984871,-42.08979084283,-5.614,3.452,1.0623,0.0412,SB*,O9V+B0V,0.0,2.0,6.0,
HIP 44075,HD  76932,134.6830531843296,-16.132727123434446,243.399,213.505,46.6872,0.0423,PM*,G2VFe-1.8CH-1,116.445999,0.122,5.86,
HIP 45270,HD  79621,138.39355559813,-47.3384062189,-25.397,14.009,5.8491,0.0311,Be*,B9V,27.71,0.78,5.92,
HIP 47175,* M Vel,144.20641315882747,-49.35502549652584,-128.822,43.14,30.6319,0.0929,PM*,A7V,19.87,0.71,4.35,
HIP 52685,*  41 UMa,161.59367188671,57.36591282499,-52.417,-58.174,4.6001,0.0493,PM*,M1III,-4.38,0.12,6.34,
HIP 59929,* eps Mus,184.39281518409328,-67.96073681176279,-230.607,-26.206,9.9915,0.1999,LP*,M4III,7.1,0.7,4.02,
HIP 61015,HD 108821,187.57268878967,-23.69641819045,-26.26,1.083,3.19,0.0858,*,M0III,-11.3,2.0,5.63,
HIP 35025,*  52 Gem,108.67490943055,24.88498429463,52.508,-89.655,8.2499,0.08,PM*,M1III,42.14,0.16,5.82,
HIP 36366,* rho Gem,112.27799528660326,31.784549252299783,159.09,193.29,55.41,0.24,PM*,F1V,-2.67,0.25,4.18,
HIP 37908,* g Gem,116.53103507765998,18.5099981036,-77.972,-51.68,10.5086,0.3769,SB*,K4III,83.13,0.08,4.87,
HIP 39757,* rho Pup,121.88603676458334,-24.30432442944445,-82.886,46.93,51.3999,0.2445,dS*,F5IIkF2IImF5II,45.8,0.6,2.81,NAME Tureis
HIP 40749,HD  70309,124.77326946842,-48.19785271989001,-14.136,11.19,2.9211,0.0435,*,B3III,26.0,4.9,6.44,
HIP 41163,*  21 Cnc,125.9800345217,10.63206024011,-0.843,-22.943,4.1258,0.0404,AB*,M2III,4.65,0.14,6.08,
HIP 42438,* pi.01 UMa,129.7987692137,65.02090642292,-27.274,87.881,69.2576,0.0485,BY*,G0.5V,-12.826,0.0025,5.64,
HIP 42570,* b Vel,130.15654669942333,-46.64874010913445,-6.124,4.473,0.4312,0.1008,s*y,F0Ia,31.1,3.6,3.81,
HIP 43409,* gam Pyx,132.63301083315085,-27.70984159252084,-133.185,86.297,15.5142,0.1603,PM*,K2.5III,24.5,0.7,4.01,
HIP 45448,* k Vel,138.93783236075,-37.41314385659,13.859,-7.738,20.2065,0.0934,*,F3/5V,12.41,0.69,4.62,
HIP 46146,* kap Leo,141.16357779905084,26.182324291628607,-32.493,-47.421,16.3121,0.1713,**,K2IIIb,27.81,0.12,4.46,
HIP 47431,* iot Hya,144.96400613436165,-1.142810731513889,46.27,-62.544,12.9055,0.1751,PM*,K2.5III,24.19,0.36,3.91,
HIP 37279,* alf CMi,114.82549790798149,5.224987557059477,-714.59,-1036.8,284.56,1.26,SB*,F5IV-V+DQZ,-4.50528,0.020786,0.37,NAME Procyon
HIP 37279,* alf CMi,114.82549790798149,5.224987557059477,-714.59,-1036.8,284.56,1.26,SB*,F5IV-V+DQZ,-4.50528,0.020786,0.37,NAME Procyon A
HIP 38373,* zet CMi,117.92495302825,1.76686846141,-13.704,-4.043,4.0023,0.09,*,B8II,32.3,2.0,5.16,
HIP 38957,V* V Pup,119.56016067830998,-49.24491520556,-5.276,9.873,2.7207,0.1948,SB*,B1Vp+B2:,19.4,1.9,4.41,
HIP 42425,* tet Vol,129.77150606677,-70.38674387752,19.521,-39.238,13.2632,0.1203,*,A0V,13.0,4.2,5.2,
HIP 42834,* D Vel,130.91780423934,-49.822800832,-2.816,4.137,1.7815,0.1109,bC?,B1/2II/III(n),28.0,4.5,5.16,
HIP 50222,V* U UMa,153.78194487774,59.9855406372,14.244,5.863,2.9646,0.0337,*,M0IIIv,-20.59,0.14,6.25,
HIP 50335,* zet Leo,154.17256318434792,23.417316988991107,21.161,-8.263,14.0377,0.2883,*,F0IIIa,-12.32,6.23,3.41,NAME Adhafera
HIP 51008,*  44 Leo,156.31331456884,8.78484384598,10.652,-39.025,4.0462,0.0988,LP*,M3III,-21.23,0.16,5.61,
HIP 58545,V* FR Cam,180.07751558981997,80.85318353535,-65.081,-38.396,3.0214,0.0554,LP*,M2III,30.35,0.24,6.17,
HIP 62223,V* Y CVn,191.28260867319,45.44025730789,-2.968,13.063,3.2222,0.1744,C*,C-N5,15.3,0.4,4.87,NAME La Superba
HIP 62896,* n Cen,193.3591320945792,-40.17891354020334,60.029,-20.64,21.916,0.1861,PM*,A4IV,-2.5,2.0,4.27,
HIP 38848,*   1 Cnc,119.24771933625,15.790278302840004,-26.731,-42.591,6.981,0.0694,PM*,K3-III,14.6376,0.032044,5.78,
HIP 41039,* B Vel,125.6320587862478,-48.49037863888738,-5.1,7.76,1.9,0.32,SB*,B2III,27.0,4.5,4.82,
HIP 41400,*  27 Cnc,126.68307990811,12.65460913442,-18.617,-103.771,3.5575,0.1306,LP*,M3IIIa,-8.39,0.53,5.5,
HIP 44127,* iot UMa,134.8018900723819,48.04182614451662,-441.29,-215.32,68.92,0.16,**,A6,9.0,2.0,3.14,NAME Talitha
HIP 46750,* lam Leo,142.93012390931915,22.967981285818052,-18.45,-36.303,8.7555,0.189,*,K4.5III,24.27,0.19,4.31,NAME Alterf
HIP 53907,* p02 Leo,165.45698452281042,-2.4845904574794444,9.014,-35.37,5.4948,0.2111,*,M0III,-12.7,0.3,4.75,
HIP 54082,HD  96088,166.00096641636,-57.95533821357999,-16.887,1.379,1.758,0.0471,*,B2III,12.0,4.3,6.13,
HIP 55560,*  56 UMa,170.70657494997,43.48269846413,-35.561,-10.651,5.8813,0.093,SB*,G8IIIa,1.84879,0.006579,5.03,
HIP 56899,V* VX Crt,174.95972575093,-16.62022868315,-17.99,-7.97,3.6888,0.0677,LP*,M3.5IIICa0.5,29.17,0.38,6.19,
HIP 57939,HD 103095,178.2448639115646,37.718681698090286,4002.655,-5817.8,109.0296,0.0197,Pe*,K1V_Fe-1.5,-98.008,0.0008,6.45,
HIP 59803,* gam Crv,183.9515450373768,-17.541930457603193,-158.61,21.86,21.23,0.2,PM*,B8III,-4.2,2.0,2.58,NAME Gienah
HIP 65474,* alf Vir,201.2982473615632,-11.161319485111932,-42.35,-30.67,13.06,0.7,bC*,B1V,-3.31,0.78,0.97,NAME Spica
HIP 39236,*   5 Cnc,120.37620137937,16.455311034210002,3.99,-5.338,6.5859,0.0605,*,B9.5Vn,-2.28,0.61,5.99,
HIP 40084,*  19 Pup,122.81793876918375,-12.926998685673055,-28.177,8.828,18.2747,0.1152,*,G8.5IIIb,36.126499,0.008012,4.72,
HIP 44213,HD  77320,135.09273037314,-43.17399357284,-9.059,-0.116,2.4054,0.0451,Be*,B2Vnn(e),19.0,10.3,6.08,
HIP 44816,* lam Vel,136.99899113791412,-43.432590908860746,-24.01,13.52,5.99,0.11,s*r,K4Ib,17.6,0.3,2.21,NAME Suhail
HIP 45860,* alf Lyn,140.26375087702914,34.39255928934889,-218.723,16.555,14.7042,0.1808,PM*,K6III,38.47,0.2,3.14,
HIP 47310,*   2 Sex,144.6137022018196,4.649292767776666,-164.812,-50.933,10.3358,0.135,PM*,K3III,41.3,0.2,4.68,
HIP 51839,* gam Cha,158.86710645807833,-78.60778853923416,-37.929,11.234,7.3514,0.1416,*,K4III,-22.4,0.7,4.12,
HIP 52366,V* RX LMi,160.54695397553,31.69699593706,-1.079,-19.292,3.8407,0.108,LP*,M4III,13.94,0.19,6.02,
HIP 53229,*  46 LMi,163.32787152823542,34.214892133082785,90.625,-278.664,32.921,0.1775,PM*,K0+III-IV,15.69,0.19,3.83,NAME Praecipua
HIP 53910,* bet UMa,165.46033229797294,56.382433649496384,79.959,32.365,38.6031,1.1285,PM*,A1IVps,-13.1,0.1,2.37,NAME Merak
HIP 54461,* z02 Car,167.14165761612,-61.94717569912,-6.48,1.9,0.3851,0.07,s*b,B9.5Ia,-22.4,2.0,5.19,
HIP 54725,HD  97393,168.06163076075,-32.43379782941,13.207,11.395,3.631,0.0442,S*,Swk,26.3,0.16,6.38,
HIP 59449,* rho Cen,182.91299894988,-52.36844011674,-38.874,-13.28,12.4692,0.452,Pu*,B3V,15.0,4.1,3.96,
HIP 62956,* eps UMa,193.5072899675,55.95982295694445,111.91,-8.24,39.51,0.2,a2*,A1III-IVpkB9,-12.7,0.2,1.77,NAME Alioth
HIP 66257,V* BH CVn,203.69920319171,37.18241439635,85.609,-9.549,21.3273,0.0892,RS*,A6m,6.43,0.24,4.98,
HIP 42504,HD  74146,129.98999374024,-53.05472684087,-24.796,23.373,6.558,0.0993,SB*,B5IV,-43.93,0.234,5.19,
HIP 42911,* del Cnc,131.17124658768913,18.154308069054167,-18.435,-227.813,23.8271,0.1853,**,K0+IIIb,17.14,0.19,3.94,NAME Asellus Australis
HIP 47522,* I Hya,145.32086129214542,-23.591514310302497,-28.983,3.145,5.9358,0.1979,Be*,B5V,25.9,2.0,4.76,
HIP 48455,* mu. Leo,148.190904223595,26.00695118609,-216.266,-55.125,26.0971,0.1974,PM*,K2IIIbCN1Ca1,13.647,0.001,3.88,NAME Rasalas
HIP 51172,* alf Ant,156.7879193306,-31.06777913925,-81.32,9.798,8.9069,0.1513,PM*,K3III,12.2,2.0,4.25,
HIP 52678,HD  93540,161.56894718071,-64.51456179131,-16.315,10.981,6.6752,0.0703,Pu*,B6Vnn,32.4,2.0,5.34,
HIP 56647,* ups Leo,174.23721152069376,-0.8237499422280555,1.696,43.142,18.3461,0.14,*,G9IIIbFe-0.5,1.57,0.12,4.3,
HIP 63033,HD 112164,193.7439308339721,-44.15193195884278,-237.71,-230.38,26.6304,0.0735,SB*,F9Vp,36.93,0.16,5.89,
HIP 44126,V* FZ Cnc,134.79471279853,18.13486145663,-48.619,-68.707,4.5077,0.1083,LP*,M4.5III,22.87,0.15,6.38,
HIP 44798,* kap Cnc,136.93670647549,10.66819988523,-18.312,-12.105,5.3209,0.1298,a2*,B8IIImnp,24.5,0.8,5.24,
HIP 45238,* bet Car,138.29990608310192,-69.71720759721548,-156.47,108.95,28.82,0.11,PM*,A1III-,-5.1,2.3,1.69,NAME Miaplacidus
HIP 47868,HD  84567,146.34169710246,-30.20274901251,-11.408,5.509,0.915,0.0495,Be*,B0IV,31.7,3.0,6.45,
HIP 48519,HD  85709,148.42885098643,5.95857617208,-3.026,1.315,2.9474,0.107,*,M2III,-0.26,0.24,5.95,
HIP 49751,V* S Car,152.34121988981,-61.549009306520006,-93.671,76.999,2.1378,0.0863,Mi*,K5-M6e,289.3,1.7,5.71,
HIP 51816,HD  91805,158.79338544979,-43.66458674559,-46.557,30.949,3.9679,0.0237,PM*,G7IIICH-3,8.47,0.16,6.1,
HIP 54537,HD  96834,167.41041806264,43.20773434978,-67.309,-7.309,5.4242,0.0967,PM*,M2III,19.11,0.14,5.89,
HIP 57380,* nu. Vir,176.4648316583329,6.529374721233055,-21.086,-182.903,9.8446,0.2744,LP*,M1III,50.28,0.09,4.04,
HIP 45915,V* CG UMa,140.43036583864,56.69922042706,-11.385,-11.357,4.4131,0.1599,LP*,M4IIIa,20.7,1.61,5.47,
HIP 49637,*  31 Leo,151.9761254861525,9.997506874934166,-82.021,-64.844,11.0209,0.1661,PM*,K3.5IIIbFe-1:,39.84,0.2,4.38,
HIP 53253,* u Car,163.37356713128625,-58.85317036981778,78.169,38.8,33.5225,0.0934,PM*,K0IV,8.1,0.7,3.79,
HIP 57443,HD 102365,176.6294688880487,-40.50035718532611,-1530.971,403.287,107.3024,0.0873,PM*,G2V,16.947,0.0002,4.88,
HIP 59196,* del Cen,182.08957348875,-50.722427392777774,-42.613,-11.135,5.7179,0.6516,Be*,B2Vne,11.0,4.0,2.52,
HIP 67288,*  87 Vir,206.85579704776,-17.859838491409995,60.825,-31.825,5.1463,0.152,PM*,M2III,59.84,0.46,5.43,
HIP 68902,HD 122879,211.60482436987,-59.71590394084,-2.249,-0.315,0.432,0.0315,*,B0Ia,2.0,4.3,6.5,
HIP 71284,* sig Boo,218.67007244468,29.745127131650005,188.574,131.58,63.4679,0.1173,PM*,F4VkF2mF1,0.116,0.0012,4.47,
HIP 51046,HD  90362,156.43446211236,-7.05982676916,-135.763,130.341,7.127,0.1702,PM*,K6IIIFe-0.5,35.9505,0.00249,5.56,
HIP 56997,*  61 UMa,175.262567794255,34.20163377929139,-12.522,-381.196,104.4252,0.1005,PM*,G8V,-13.7,0.7,5.34,
HIP 61199,* gam Mus,188.1167205253554,-72.13298978942889,-51.833,-5.664,8.6015,0.2798,SB*,B5V+A:,7.779,0.288,3.88,
HIP 61658,V* FW Vir,189.59335710551,1.85466101885,-80.374,-17.452,5.6444,0.1095,LP*,M3+IIICa0.5,-15.6,0.36,5.71,
HIP 68933,* tet Cen,211.670614682339,-36.369954742511496,-520.53,-518.06,55.45,0.2,PM*,K0-IIIb,1.3,0.5,2.05,NAME Menkent
HIP 69373,HD 124730,213.01670692149872,69.43254748838528,-26.514,-49.504,7.2446,0.086,PM*,M2III,-25.64,0.17,5.24,
HIP 73473,* del Lib,225.24311792453,-8.518947335770001,-63.051,-6.024,9.2824,0.4725,SB*,A0V,-38.7,2.0,4.93,
HIP 75143,V* S CrB,230.34981387289,31.36738468813999,-10.149,-12.432,2.5955,0.1142,Mi*,M6.5-8e,-5.12,0.45,5.8,
HIP 77450,* kap Ser,237.1849050094375,18.141564908046668,-52.407,-88.419,8.5231,0.1657,PM*,M0.5IIIab,-38.48,0.14,4.09,NAME Gudja
HIP 77909,*   3 Sco,238.66470688853,-25.24373887948,-13.214,-24.567,6.9332,0.0542,*,B8III/IV,-3.89,0.53,5.87,
HIP 78207,*  48 Lib,239.5473677093554,-14.279355863636946,-13.843,-16.271,7.154,0.1218,Be*,B5IIIp_sh,-25.01,1.58,4.87,
HIP 55137,*  75 Leo,169.32250195805,2.010555859377221,54.983,-142.154,9.9328,0.1346,PM*,M0III,-59.46,0.06,5.18,
HIP 56922,* omi Hya,175.0532896415775,-34.74465833354389,-43.738,-1.364,7.0864,0.1161,*,B9V,5.9,2.0,4.7,
HIP 65835,V* R Hya,202.42825066102745,-23.28131989694222,-54.213,11.794,6.7355,0.4635,Mi*,M6-9e,-10.0,0.6,4.97,
HIP 72012,HD 129846,220.9351399741,40.45925287078,-14.009,20.027,5.1824,0.035,*,K4III,11.89,0.15,5.73,
HIP 76866,* chi Ser,235.44756139817,12.847526029400004,39.045,-2.923,14.7221,0.0748,a2*,A2VpMnEu(Sr),1.9,1.78,5.33,
HIP 77907,*   2 Her,238.65770717871,43.13856391261,-33.602,65.167,4.3488,0.0968,PM*,M3-III,-13.6,0.32,5.38,
HIP 51376,* del Ant,157.39741176314,-30.60706510606,-29.598,1.704,7.0076,0.1567,*,B9/9.5V,14.0,3.7,5.56,
HIP 60965,* del Crv,187.46606318416664,-16.515431261666667,-209.276,-139.184,38.06,0.3996,PM*,A0IV(n)kB9,13.9,2.3,2.94,NAME Algorab
HIP 61281,* kap Dra,188.37059715356,69.78823885895,-58.571,10.11,7.0093,0.2984,Be*,B6IIIe,-12.0,0.3,3.89,
HIP 64962,* gam Hya,199.73040703832623,-23.171514006915,67.956,-44.299,25.5286,0.2706,SB*,G8IIIa,-4.861,0.0002,3.0,
HIP 66825,V* T Cen,205.43984805823,-33.59737778274,-27.747,3.365,2.4007,0.0687,Mi*,K5-M4e,27.6,0.9,6.05,
HIP 67472,* mu. Cen,207.40411953020495,-42.47373340873611,-23.04,-18.361,7.3269,0.516,Be*,B2Vnpe,9.2,2.7,3.43,
HIP 73129,* tet Cir,224.1832710516612,-62.78102093483,-7.478,-8.054,4.1973,0.7739,Be*,B2III,3.0,3.7,5.11,
HIP 74376,* kap Lup,227.98363863277,-48.73782498753,-97.126,-48.849,17.5888,0.2299,Be*,B9.5Vne,23.5,1.14,3.7,
HIP 52943,* nu. Hya,162.4062010556029,-16.193647060365556,92.912,199.642,23.794,0.1695,PM*,K1.5IIIHdel-0.5,-1.37,0.25,3.11,
HIP 57029,*  62 UMa,175.39273503938333,31.746048628373888,-352.105,29.919,23.8297,0.1863,SB*,F5,22.0,0.7,5.75,
HIP 59654,* D Cen,183.51123939582672,-45.72391614604974,-35.35,5.56,5.71,0.54,**,K3III,6.8,2.0,5.31,
HIP 60584,*  71 UMa,186.26336747944,56.77782816855,-14.15,-12.288,3.8461,0.0633,*,M3III,-15.48,0.17,5.81,
HIP 80343,* psi Oph,246.02574060841243,-20.03732005239416,-25.56,-46.378,16.8204,0.1617,PM*,K0-II-III,-1.63,0.14,4.5,
HIP 81497,*  42 Her,249.68685420527,48.92834232506,-48.049,26.315,7.7288,0.0962,PM*,M2III,-55.567,0.0011,4.9,
HIP 82172,V* V636 Her,251.83227894786995,42.23891602905999,2.088,-26.114,4.2278,0.0767,LP*,M4.5III,-11.28,0.39,5.87,
HIP 88601,*  70 Oph,271.363688269495,2.5000988299620857,124.16,-962.82,196.72,0.83,SB*,K0-V,-5.8,0.0002,4.03,
HIP 89086,HD 166197,272.73061949374,-33.80006981019,3.493,-0.521,1.0063,0.078,*,B2II/III,-25.0,4.3,6.16,
HIP 52419,* tet Car,160.73917486416664,-64.39445022111111,-18.36,12.03,7.16,0.21,SB*,B0Vp,459.7,0.12,2.76,
HIP 79119,* tau CrB,242.2429538510379,36.490870568733335,-59.431,332.28,29.0217,0.1275,PM*,K1-III-IV,-20.0107,0.00515,4.73,
HIP 66657,* eps Cen,204.9719072309024,-53.466391146089,-15.3,-11.72,7.63,0.48,bC*,B1III,3.0,2.0,2.3,
HIP 67861,HD 120991,208.4884990189,-47.12816405894,-7.699,-4.225,1.4567,0.0932,Be*,B2Ve,-21.0,2.0,6.1,
HIP 69618,HD 124367,213.73807628646,-57.08612483487,-24.007,-20.736,7.6043,0.1315,Be*,B4Vne,7.0,7.4,5.07,
HIP 72631,*  11 Lib,222.75446675218163,-2.29915029439,89.935,-124.303,15.1361,0.2117,PM*,K0III/IV,83.571,0.0004,4.94,
HIP 75304,* phi02 Lup,230.7889609843454,-36.85848830557861,-18.465,-20.415,6.4855,0.2247,*,B4V,0.8,2.7,4.54,
HIP 77163,HD 140775,236.34782792631,5.447319450129999,23.667,-6.653,9.5642,0.0869,V*?,A0V,-13.44,0.35,5.58,
HIP 78104,* rho Sco,239.2211550001904,-29.21407444355972,-17.026,-23.657,7.3218,0.2946,SB*,B2IV-V,-0.4,5.0,3.86,
HIP 53726,HD  95129,164.88661381321,36.09310072904001,67.279,-50.626,4.463,0.0896,PM*,M2III,-25.21,0.21,6.0,
HIP 59750,HD 106516,183.7939887834758,-10.312398726637772,31.19,-1011.82,44.74,0.81,SB*,F9VFe-1.7CH-0.7,4.36,0.09,6.11,
HIP 61932,* gam Cen,190.37933367081536,-48.959871515023295,-185.72,5.79,25.06,0.28,**,A1IV+A0IV,-5.5,1.78,2.17,
HIP 64004,* ksi02 Cen,196.72766418042875,-49.90624642011722,-27.118,-12.808,6.7962,0.1797,SB*,B3V,14.3,0.9,4.27,
HIP 66666,V* V744 Cen,204.9991969219521,-49.949959745915,-100.019,13.33,6.35,0.33,AB*,M6III,-10.7,2.0,6.0,
HIP 69732,* lam Boo,214.0959100349329,46.08830429435917,-187.698,159.309,32.5885,0.141,dS*,A0Va_lB,-1.66,0.32,4.18,
HIP 70306,* k Hya,215.77405781325,-27.754017252160004,-202.484,-117.094,19.0593,0.1719,PM*,K4III,20.5,0.2,4.75,
HIP 71995,*  34 Boo,220.85567727263,26.527853383836117,-13.54,-15.919,5.5124,0.1415,LP*,M3-III,5.6,0.49,4.79,
HIP 72571,* E Hya,222.57211788284,-27.96036123105,-238.58,-62.451,10.8024,0.4036,PM*,K2.5IIIbFe-1:,-8.7,1.5,4.41,
HIP 56250,* omi02 Cen,172.9533314481,-59.51564711643001,-6.976,1.118,0.4665,0.0713,sg*,A2Ia,-16.8,2.0,5.14,
HIP 59184,* E Cen,182.06126930972,-48.69251140126,-26.946,-6.772,6.0457,0.1049,*,B9.5/A0V,-3.88,0.41,5.34,
HIP 60059,* F Cen,184.74900699601,-55.14298044423,-76.734,-15.551,6.8899,0.1848,PM*,M1III,-7.1,2.0,5.01,
HIP 62867,* e Cen,193.2787763716917,-48.94331288258333,-79.45,-24.729,10.3334,0.1686,PM*,K3/4III,-2.4,1.6,4.33,
HIP 66738,*  83 UMa,205.1844697399329,54.6816350097275,-19.418,-10.63,5.5963,0.1399,LP*,M2III,-18.61,0.2,4.66,
HIP 67301,* eta UMa,206.88515734206297,49.31326672942533,-121.17,-14.91,31.38,0.24,PM*,B3V,-13.4,0.6,1.86,NAME Alkaid
HIP 67301,* eta UMa,206.88515734206297,49.31326672942533,-121.17,-14.91,31.38,0.24,PM*,B3V,-13.4,0.6,1.86,NAME Alcaid
HIP 68002,* zet Cen,208.884940198572,-47.28837451101241,-57.37,-44.55,8.54,0.13,SB*,B2.5IV,6.5,2.0,2.55,
HIP 70069,* v Cen,215.08142780986412,-56.38649549140083,-9.437,-7.543,2.2511,0.1792,*,B5II,4.2,2.0,4.35,
HIP 71681,* alf Cen B,219.8960962898728,-60.83752756558407,-3614.39,802.98,742.12,1.4,PM*,K1V,-22.586,0.0001,1.33,NAME Toliman
HIP 72250,HD 129858,221.62080455756,-47.44111756289999,-39.893,-15.418,10.7633,0.0592,*,A1V,-11.55,0.67,5.74,
HIP 72622,* alf02 Lib,222.7196378915803,-16.041776519834446,-105.68,-68.4,43.03,0.19,SB*,kA2hA5mA4IV-V,-10.0,5.0,2.75,NAME Zubenelgenubi
HIP 75695,* bet CrB,231.95730858154164,29.10569295567611,-202.069,92.412,27.9256,0.9703,a2*,F2VpSrCrEuSi,-26.9,0.2,3.68,NAME Nusakan
HIP 54061,* alf UMa,165.9319646738126,61.75103468781823,-134.11,-34.7,26.54,0.48,**,G9III+A7.5,-9.4,0.3,1.79,NAME Dubhe
HIP 54539,* psi UMa,167.41586789931586,44.49848775473417,-62.62,-27.778,23.2272,0.2513,PM*,K1III,-3.39,0.14,3.01,
HIP 61960,* rho Vir,190.47107061462,10.2356257137,81.912,-90.323,25.6921,0.1242,dS*,A0Va_lB,1.6,2.0,4.88,
HIP 72125,* omi Boo,221.3102522575375,16.964276615643886,-59.581,-52.524,12.6814,0.1385,PM*,G8.5III,-9.26,0.13,4.6,
HIP 73273,* bet Lup,224.6330223498344,-43.13396384896446,-35.78,-39.83,8.52,0.18,**,B2IV,0.2,0.9,2.68,
HIP 75647,HD 137432,231.82554358776,-36.76755964775,-19.793,-23.456,7.0297,0.1171,SB*,B5V,4.1,2.0,5.45,
HIP 77661,* rho Ser,237.8162886463545,20.977920432955003,-53.507,17.999,8.0776,0.123,PM*,K4.5III,-61.96,0.21,4.78,
HIP 78384,* eta Lup,240.03053298351492,-38.39670506249139,-17.593,-27.256,7.5942,0.4322,bC?,B2.5IV,1.0,3.8,3.41,
HIP 56779,* ome Vir,174.61503105667794,8.13429428004139,-4.82,5.735,5.5646,0.3052,LP*,M4.5:III,5.29,0.2,5.36,
HIP 60998,*   4 Dra,187.52775831911,69.2011039547,-57.311,-50.365,5.7233,0.188,SB*,M3+IIIa,-15.8,0.3,4.95,
HIP 67973,HD 121190,208.80059277674,-52.16082147991,-29.124,-21.546,8.3224,0.077,Pu*,B9V,18.35,1.59,5.71,
HIP 69829,V* CY Boo,214.36854793708,15.26338049573,14.455,7.696,3.1682,0.095,LP*,M3III,-11.3,0.22,5.8,
HIP 70492,HD 125835,216.27636230594,-68.19533376819,-7.861,-3.916,1.0937,0.0512,*,A1Iab/b,-25.39,0.25,5.62,
HIP 72124,HD 130084,221.30713233474,32.78834499816,44.901,-67.791,4.3175,0.0363,PM*,M1III,28.6,0.12,6.28,
HIP 73497,HD 132833,225.33260925312,-2.75492280562,27.871,-20.827,4.5222,0.1309,*,K4/5III,-17.02,0.22,5.52,
HIP 73909,HD 134190,226.56965572257,54.556317939550006,47.962,12.061,12.002,0.0767,PM*,G8IIIFe-1,15.56,0.11,5.25,
HIP 75049,* omi CrB,230.03566104342,29.6162070173,-117.972,-42.922,11.9113,0.0572,PM*,K0III,-53.747,0.0013,5.51,
HIP 77516,* mu. Ser,237.40502901603867,-3.430204380209997,-100.28,-25.99,19.23,0.38,**,B9.5III,-9.4,2.0,3.53,
HIP 77902,V* QY Ser,238.64421749586,20.31096751605,-82.922,42.62,5.0022,0.1068,LP*,K8IIIb,-61.32,0.26,5.44,
HIP 78246,V* V913 Sco,239.6452773729,-24.831489368690004,-12.451,-24.582,7.005,0.0908,*,B5V,-14.86197,0.623904,5.43,
HIP 79953,HD 147352,244.79672154213,49.03815837259,-21.801,32.605,5.3051,0.0491,*,K6III,-32.37,0.15,5.91,
HIP 80170,* gam Her,245.4800609282779,19.153128540107776,-47.283,43.139,16.867,0.1414,PM*,A9IIIbn,-30.73,0.35,3.76,
HIP 59173,HD 105382,182.02175944333,-50.66127095876,-32.587,-11.55,9.1857,0.1923,Be*,B5V,16.5,1.78,4.47,
HIP 65109,* iot Cen,200.1492200650396,-36.712304581225,-339.615,-82.181,56.0571,1.1147,PM*,kA1.5hA3mA3Va,0.1,0.6,2.73,
HIP 69701,* iot Vir,214.0036178170021,-6.000547078703056,-26.606,-414.866,45.4014,0.2858,PM*,F7III,12.079,0.0007,4.08,NAME Syrma
HIP 70300,* a Cen,215.75932801672624,-39.51181793325,-24.421,-20.696,8.3287,0.1804,*,B2V,5.885,0.0011,4.42,
HIP 71053,* rho Boo,217.9574555385208,30.371436570076384,-100.531,119.87,19.855,0.1587,PM*,K3-III,-13.57,0.19,3.59,
HIP 73350,HD 132525,224.84631460991,4.56776059964,1.679,-5.455,5.0389,0.063,*,M2.5III,-13.49,0.14,5.93,
HIP 75181,* nu.02 Lup,230.4506246271504,-48.317630529697226,-1623.275,-275.548,67.8467,0.0601,PM*,G2-V,-68.78,0.0002,5.65,
HIP 79072,*  47 Ser,242.11698245116,8.534310907539998,-11.462,-6.052,4.6276,0.1736,LP?,M4IIIa,-22.26,0.29,5.73,
HIP 79349,*  10 Her,242.90848081091,23.49480139974,-21.233,-11.973,4.7493,0.1323,LP?,M3III,-22.68,0.19,5.7,
HIP 80047,* del01 Aps,245.08667298220664,-78.69574842204916,-9.678,-37.147,5.2508,0.1942,LP?,M4III,-12.0,2.0,4.68,
HIP 86284,* mu. Oph,264.4613048316225,-8.118771748269722,-10.749,-21.285,5.0056,0.1264,*,B8II((Mn)),-19.89,0.6,4.62,
HIP 86974,* mu.01 Her,266.61478040032705,27.720711383034715,-312.087,-773.179,119.9248,0.1543,**,G5IV,-17.78,0.03,3.42,
HIP 87850,V* OP Her,269.20219573554,45.35085018398,15.615,-31.953,3.4585,0.066,S*,M6S,10.55,0.26,6.32,
HIP 68815,* tet Aps,211.33283724970332,-76.79676185989,-88.586,-32.655,8.3808,0.3574,AB*,M6.5III:,10.2,0.5,5.5,
HIP 69713,* iot Boo,214.0413740117,51.36723019546999,-149.277,89.135,33.8856,0.082,dS*,A7V,-18.7,2.0,4.75,
HIP 70319,HD 126053,215.81368656076447,1.2415670193588888,223.531,-478.275,57.2706,0.0375,PM*,G1.5V,-19.214,0.0006,6.27,
HIP 72208,V* EK Boo,221.5247612470862,15.131780882534722,-83.147,16.911,5.1084,0.3009,LP?,M5+IIIab,-23.191,0.0043,5.63,
HIP 76750,* kap02 Aps,235.0889795186,-73.44666720333,-15.517,-26.408,4.5583,0.0823,Pu*,B7III/IV,-19.0,2.0,5.65,
HIP 80112,* sig Sco,245.29714880583333,-25.592792076666665,-10.6,-16.28,4.68,0.6,bC*,B1III+B1:V,-0.4,0.9,2.89,NAME Alniyat
